building,code,description,title,days,credits,time,instructor,school,collegeId,department
ARR,DANCE21372,no description available,Field Experience,-------,1.00-3.00,ARR,Fogel,,2,
ARR,DANCE21373,no description available,Field Experience,-------,1.00-3.00,ARR,Matijas-Mecca,,2,
ARR,DANCE21374,no description available,Field Experience,-------,1.00-3.00,ARR,Wilson,,2,
ARR,DANCE20590,no description available,RIA 1,----F--,3,2-5PM,Kane,,2,
DANCE STUDIO D,DANCE20416,no description available,Ballet,-T-TH---,1,830-10AM,Rice,,2,
DANCE STUDIO D,DANCE21361,no description available,Ballet,M-W----,1,12-2PM,West,,2,
DANCE STUDIO D,DANCE21973,no description available,Ballet,----F--,1,12-2PM,West,,2,
DANCE STUDIO A,DANCE13245,no description available,Modern Dance,M-W----,1,2-4PM,Deyoung Jr,,2,
ARR,DANCE31791,no description available,Modern Dance,-T-TH---,1,12-2PM,Hopper,,2,
DANCE STUDIO A,DANCE21972,no description available,Modern Dance,----F--,1,12-2PM,Deyoung Jr,,2,
ARR,DANCE26703,no description available,IS: Dance Technique,-------,1.00-3.00,ARR,,,2,
ARR,DANCE26812,no description available,IS: Dance Technique,-------,1.00-3.00,ARR,Jamison,,2,
ARR,DANCE29353,no description available,IS: Dance Technique,-------,1.00-3.00,ARR,Wilson,,2,
ARR,DANCE26813,no description available,IS: Dance Technique,-------,1.00-3.00,ARR,Chavasse,,2,
DANCE STUDIO A,DANCE20591,no description available,UDC,M------,1,4-6PM,Torijano,,2,
DANCE STUDIO B,DANCE20591,no description available,UDC,--W----,1,4-5PM,,,2,
DANCE STUDIO B,DANCE20611,no description available,UDC,M------,1,4-6PM,Beck,,2,
DANCE STUDIO A,DANCE20611,no description available,UDC,--W----,1,4-6PM,,,2,
DANCE STUDIO A,DANCE20612,no description available,UDC,----F--,1,4-5PM,Hopper,,2,
DANCE STUDIO A,DANCE29302,no description available,UDC,----F--,1,5-6PM,Hopper,,2,
DANCE STUDIO B,DANCE21988,no description available,Solo Performance,-T-TH---,3,2-4PM,Sparling,,2,
ARR,DANCE23048,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23052,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Cole,,2,
ARR,DANCE23064,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Rush,,2,
ARR,DANCE23063,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Wilson,,2,
ARR,DANCE23062,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Whyatt,,2,
ARR,DANCE23050,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Beck,,2,
ARR,DANCE23058,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Rice,,2,
ARR,DANCE23075,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Kane,,2,
ARR,DANCE23059,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Biza,,2,
ARR,DANCE23057,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Matijas-Mecca,,2,
ARR,DANCE23051,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Chavasse,,2,
ARR,DANCE23061,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Torijano,,2,
ARR,DANCE23055,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Fogel,,2,
ARR,DANCE23056,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Genne,,2,
ARR,DANCE23060,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23054,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Deyoung Jr,,2,
ARR,DANCE23053,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Croft,,2,
ARR,DANCE20592,no description available,Solo Composition,-T-TH---,3,2-4PM,Sparling,,2,
DANCE STUDIO A,DANCE20417,no description available,Perf Improv 1,-T-TH---,3,10-12PM,Chavasse,,2,
ARR,DANCE32680,no description available,Dramaturgy,--W----,3,12-2PM,Croft,,2,
ARR,DANCE21327,no description available,FE: Choreography,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23049,no description available,IS: Choreography,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23074,no description available,IS: Choreography,-------,1.00-3.00,ARR,Wilson,,2,
ARR,DANCE23066,no description available,IS: Choreography,-------,1.00-3.00,ARR,Beck,,2,
ARR,DANCE23065,no description available,IS: Choreography,-------,1.00-3.00,ARR,Kane,,2,
ARR,DANCE23071,no description available,IS: Choreography,-------,1.00-3.00,ARR,Matijas-Mecca,,2,
ARR,DANCE23067,no description available,IS: Choreography,-------,1.00-3.00,ARR,Chavasse,,2,
ARR,DANCE23073,no description available,IS: Choreography,-------,1.00-3.00,ARR,Torijano,,2,
ARR,DANCE23070,no description available,IS: Choreography,-------,1.00-3.00,ARR,Fogel,,2,
ARR,DANCE23072,no description available,IS: Choreography,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23069,no description available,IS: Choreography,-------,1.00-3.00,ARR,Deyoung Jr,,2,
ARR,DANCE23068,no description available,IS: Choreography,-------,1.00-3.00,ARR,Croft,,2,
ARR,DANCE23571,no description available,Screen Portfolio,-------,2.00-4.00,ARR,,,2,
ARR,DANCE23579,no description available,Screen Portfolio,-------,2.00-4.00,ARR,Sparling,,2,
ARR,DANCE23572,no description available,ST: Screendance,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23573,no description available,FE: Screendance,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23574,no description available,IS: Screendance,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23580,no description available,IS: Screendance,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE19895,no description available,Pedagogy: Technique,M-W----,3,10-12PM,Beck,,2,
ARR,DANCE23994,no description available,IS: Dance Education,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23995,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Rice,,2,
ARR,DANCE29339,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Fogel,,2,
DANCE STUDIO A,DANCE13244,no description available,DRA,M------,2,6-8PM,"Deyoung Jr, Rush, Cole",,2,
DANCE STUDIO B,DANCE13244,no description available,DRA,M------,2,6-8PM,,,2,
DANCE STUDIO C,DANCE13244,no description available,DRA,M------,2,6-8PM,,,2,
DANCE STUDIO D,DANCE13244,no description available,DRA,M------,2,6-8PM,,,2,
3219 SM,DANCE28645,no description available,Accomp Mvmt,-T-TH---,3,830-10AM,Matijas-Mecca,,2,
ARR,DANCE28645,no description available,Accomp Mvmt,--W----,3,9-11AM,,,2,
ARR,DANCE14820,no description available,Thesis Performance,-------,6,ARR,,,2,
ARR,DANCE14581,no description available,Thesis Performance,-------,6,ARR,Cole,,2,
ARR,DANCE14584,no description available,Thesis Performance,-------,6,ARR,Rush,,2,
ARR,DANCE14585,no description available,Thesis Performance,-------,6,ARR,Wilson,,2,
ARR,DANCE14588,no description available,Thesis Performance,-------,6,ARR,Rice,,2,
ARR,DANCE14582,no description available,Thesis Performance,-------,6,ARR,,,2,
ARR,DANCE14854,no description available,Thesis Performance,-------,6,ARR,Matijas-Mecca,,2,
ARR,DANCE14583,no description available,Thesis Performance,-------,6,ARR,Torijano,,2,
ARR,DANCE14586,no description available,Thesis Performance,-------,6,ARR,Fogel,,2,
ARR,DANCE14855,no description available,Thesis Performance,-------,6,ARR,Genne,,2,
ARR,DANCE14853,no description available,Thesis Performance,-------,6,ARR,Sparling,,2,
ARR,DANCE14587,no description available,Thesis Performance,-------,6,ARR,Deyoung Jr,,2,
DANCE STUDIO D,DANCE21302,no description available,Ballet,-T-TH---,1,830-10AM,Rice,,2,
DANCE STUDIO D,DANCE21362,no description available,Ballet,M-W----,1,12-2PM,West,,2,
DANCE STUDIO D,DANCE21974,no description available,Ballet,----F--,1,12-2PM,West,,2,
DANCE STUDIO A,DANCE21303,no description available,Modern Dance,M-W----,1,2-4PM,Deyoung Jr,,2,
ARR,DANCE31792,no description available,Modern Dance,-T-TH---,1,12-2PM,Hopper,,2,
DANCE STUDIO A,DANCE21975,no description available,Modern Dance,----F--,1,12-2PM,Deyoung Jr,,2,
DANCE STUDIO A,DANCE21305,no description available,UDC,M------,1.00-2.00,4-6PM,Torijano,,2,
DANCE STUDIO B,DANCE21305,no description available,UDC,--W----,1.00-2.00,4-5PM,,,2,
DANCE STUDIO B,DANCE21306,no description available,UDC,M------,1.00-2.00,4-6PM,Beck,,2,
DANCE STUDIO A,DANCE21306,no description available,UDC,--W----,1.00-2.00,4-6PM,,,2,
DANCE STUDIO A,DANCE21976,no description available,UDC,----F--,1.00-2.00,4-5PM,Hopper,,2,
DANCE STUDIO A,DANCE29306,no description available,UDC,----F--,1.00-2.00,5-6PM,Hopper,,2,
ARR,DANCE21989,no description available,AADW Repertory,-T-TH---,1.00-2.00,2-4PM,,,2,
ARR,DANCE22197,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,,,2,
ARR,DANCE22199,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE22198,no description available,IS: Perform/Rep,-------,1.00-3.00,ARR,Deyoung Jr,,2,
ARR,DANCE23700,no description available,Choreo Portfolio,-------,2.00-4.00,ARR,Sparling,,2,
DANCE STUDIO A,DANCE21307,no description available,Perf Improv 2,-T-TH---,3,10-12PM,Chavasse,,2,
ARR,DANCE22224,no description available,ST: Choreography,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23660,no description available,FE: Choreography,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23661,no description available,IS: Choreography,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23665,no description available,IS: Choreography,-------,1.00-3.00,ARR,Wilson,,2,
ARR,DANCE23667,no description available,IS: Choreography,-------,1.00-3.00,ARR,Beck,,2,
ARR,DANCE23664,no description available,IS: Choreography,-------,1.00-3.00,ARR,Chavasse,,2,
ARR,DANCE23666,no description available,IS: Choreography,-------,1.00-3.00,ARR,Fogel,,2,
ARR,DANCE23663,no description available,IS: Choreography,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23668,no description available,IS: Choreography,-------,1.00-3.00,ARR,Deyoung Jr,,2,
ARR,DANCE23575,no description available,Screen Portfolio,-------,2.00-4.00,ARR,Sparling,,2,
ARR,DANCE23576,no description available,ST: Screendance,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23577,no description available,FE: Screendance,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23578,no description available,IS: Screendance,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23581,no description available,IS: Screendance,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE22225,no description available,IS: Dance Education,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23670,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Wilson,,2,
ARR,DANCE23672,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Kane,,2,
ARR,DANCE23673,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Matijas-Mecca,,2,
ARR,DANCE23671,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Chavasse,,2,
ARR,DANCE23669,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Fogel,,2,
ARR,DANCE23582,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE22226,no description available,IS: Dance Education,-------,1.00-3.00,ARR,Deyoung Jr,,2,
ARR,DANCE23662,no description available,IS: Interdisc Arts,-------,1.00-3.00,ARR,,,2,
ARR,DANCE23677,no description available,IS: Interdisc Arts,-------,1.00-3.00,ARR,Beck,,2,
ARR,DANCE23676,no description available,IS: Interdisc Arts,-------,1.00-3.00,ARR,Kane,,2,
ARR,DANCE23679,no description available,IS: Interdisc Arts,-------,1.00-3.00,ARR,Matijas-Mecca,,2,
ARR,DANCE23675,no description available,IS: Interdisc Arts,-------,1.00-3.00,ARR,Chavasse,,2,
ARR,DANCE23674,no description available,IS: Interdisc Arts,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE23678,no description available,IS: Interdisc Arts,-------,1.00-3.00,ARR,Deyoung Jr,,2,
ARR,DANCE21487,no description available,Thesis 2: Proposal,-------,2,ARR,,,2,
ARR,DANCE21542,no description available,Thesis 2: Proposal,-------,2,ARR,Beck,,2,
ARR,DANCE22123,no description available,Thesis 2: Proposal,-------,2,ARR,Matijas-Mecca,,2,
ARR,DANCE21539,no description available,Thesis 2: Proposal,-------,2,ARR,Chavasse,,2,
ARR,DANCE21541,no description available,Thesis 2: Proposal,-------,2,ARR,Fogel,,2,
ARR,DANCE22144,no description available,Thesis 2: Proposal,-------,2,ARR,Sparling,,2,
ARR,DANCE21540,no description available,Thesis 2: Proposal,-------,2,ARR,Deyoung Jr,,2,
ARR,DANCE26294,no description available,Thesis 2: Proposal,-------,2,ARR,Croft,,2,
ARR,ARTSADMN26127,no description available,Special Topics,M------,1.00-4.00,230-530PM,Dworkin,,2,
ARR,ARTSADMN31547,no description available,Special Topics,M------,1.00-4.00,1030-130PM,Dworkin,,2,
ARR,ARTSADMN31715,no description available,Arts Entrep Forum,-------,1.00-2.00,ARR,Kuuskoski,,2,
2038 SM,ARTSADMN31717,no description available,Writing Abt Your Art,-T-----,1,630-830PM,Kuster,,2,
2044 SM,ARTSADMN31728,no description available,Grants & Fundraising,--W----,1,630-830PM,Throm,,2,
2443 WDC,ARTSADMN22626,no description available,Arts Fundraising,M-W----,2,430-530PM,Poggi,,2,
2044 SM,ARTSADMN31730,no description available,Arts Leadership,-T-----,1,630-830PM,Fischer,,2,
2044 SM,ARTSADMN31879,no description available,Recording Industry,M------,1,630-830PM,Peters,,2,
506 BMT,ARTSADMN31732,no description available,Social Value Arts,-T-TH---,3,230-4PM,Ng,,2,
ARR,ARTSADMN13196,no description available,Internship,-------,1.00-2.00,ARR,,,2,
ARR,ARTSADMN22666,no description available,Internship,-------,1.00-2.00,ARR,Poggi,,2,
ARR,ARTSADMN26762,no description available,Internship,-------,1.00-2.00,ARR,Swedberg,,2,
ARR,ARTSADMN21544,no description available,Internship,-------,1.00-2.00,ARR,Clague,,2,
ARR,ARTSADMN26128,no description available,Special Topics,M------,1.00-4.00,230-530PM,Dworkin,,2,
ARR,ARTSADMN31548,no description available,Special Topics,M------,1.00-4.00,1030-130PM,Dworkin,,2,
ARR,ARTSADMN31716,no description available,Arts Entrep Forum,-------,1.00-2.00,ARR,Kuuskoski,,2,
2038 SM,ARTSADMN31727,no description available,Writing Abt Your Art,-T-----,1,630-830PM,Kuster,,2,
2044 SM,ARTSADMN31729,no description available,Grants & Fundraising,--W----,1,630-830PM,Throm,,2,
2044 SM,ARTSADMN31731,no description available,Arts Leadership,-T-----,1,630-830PM,Fischer,,2,
2044 SM,ARTSADMN31880,no description available,Recording Industry,M------,1,630-830PM,Peters,,2,
506 BMT,ARTSADMN31733,no description available,Social Value Arts,-T-TH---,3,230-4PM,Ng,,2,
ARR,ARTSADMN13197,no description available,Internship,-------,1.00-6.00,ARR,,,2,
ARR,ARTSADMN22643,no description available,Internship,-------,1.00-6.00,ARR,Poggi,,2,
ARR,ARTSADMN22968,no description available,Internship,-------,1.00-6.00,ARR,Clague,,2,
2058 SM,CELLO20485,no description available,Performance Lab,-T-----,1,230-430PM,Elliott,,2,
ARR,CELLO20485,no description available,Performance Lab,-T-----,1,230-430PM,,,2,
2058 SM,CELLO20485,no description available,Performance Lab,---TH---,1,230-430PM,,,2,
ARR,CELLO12391,no description available,Performance Lab,-T-----,1,230-430PM,Aaron,,2,
1320 SM,CELLO12391,no description available,Performance Lab,-----SA-,1,10-12PM,,,2,
2058 SM,CELLO12391,no description available,Performance Lab,-T-----,1,530-730PM,,,2,
2058 SM,CELLO22689,no description available,Performance Lab,-T-----,1,230-430PM,Elliott,,2,
ARR,CELLO22689,no description available,Performance Lab,-T-----,1,230-430PM,,,2,
2058 SM,CELLO22689,no description available,Performance Lab,---TH---,1,230-430PM,,,2,
ARR,CELLO22690,no description available,Performance Lab,-T-----,1,230-430PM,Aaron,,2,
1320 SM,CELLO22690,no description available,Performance Lab,-----SA-,1,10-12PM,,,2,
2058 SM,CELLO22690,no description available,Performance Lab,-T-----,1,530-730PM,,,2,
ARR,CLARINET26738,no description available,Performance,-------,2,ARR,,,2,
706 BMT,COMP13199,no description available,Intro Elem Comp,--WTHF--,3,1-2PM,Etezady,,2,
506 BMT,COMP27862,no description available,Special Topics Comp,-T-TH---,3,830-10AM,Kuster,,2,
1350 SM,COMP21639,no description available,Intro Electron Mus,---TH---,2,430-6PM,Santos,,2,
3213 SM,COMP23595,no description available,Intro Electron Mus,M------,2,430-530PM,"Santos, Simon",,2,
2026 SM,COMP23596,no description available,Intro Electron Mus,--W----,2,930-1030AM,"Santos, Simon",,2,
3213 SM,COMP23597,no description available,Intro Electron Mus,M------,2,530-630PM,"Santos, Simon",,2,
2020 SM,COMP23598,no description available,Intro Electron Mus,--W----,2,530-630PM,"Santos, Simon",,2,
1370 SM,COMP13203,no description available,Creative Comp,-T-----,3,130-330PM,Schoenfeld,,2,
ARR,COMP26515,no description available,Adv Composition,-------,2.00-4.00,1-1AM,,,2,
ARR,COMP29359,no description available,Adv Composition,-------,2.00-4.00,1-1AM,,,2,
ARR,COMP29099,no description available,Adv Composition,-------,2.00-4.00,1-1AM,,,2,
506 BMT,COMP27863,no description available,Special Topics Comp,-T-TH---,3,830-10AM,Kuster,,2,
2044 SM,COMP13210,no description available,Undergrad Seminar,----F--,1,330-530PM,Daugherty,,2,
706 BMT,COMP31395,no description available,Words & Music,-T-TH---,3,11-1PM,"Taylor, Chambers",,2,
1350 SM,COMP21640,no description available,Intro Electron Mus,---TH---,2,430-6PM,Santos,,2,
ARR,COMP23599,no description available,Intro Electron Mus,M------,2,430-530PM,"Santos, Simon",,2,
ARR,COMP23600,no description available,Intro Electron Mus,--W----,2,930-1030AM,"Santos, Simon",,2,
ARR,COMP23601,no description available,Intro Electron Mus,M------,2,530-630PM,"Santos, Simon",,2,
ARR,COMP23602,no description available,Intro Electron Mus,--W----,2,530-630PM,"Santos, Simon",,2,
ARR,COMP18587,no description available,Adv Stdy Elec Mus,-T-----,2.00-4.00,4-530PM,"Santos, Simon",,2,
2058 SM,COMP13217,no description available,Seminar in Comp,----F--,2,330-530PM,Kuster,,2,
ARR,COMP23971,no description available,Independent Study,-------,2.00-4.00,1-1AM,,,2,
2058 SM,COMP13219,no description available,Adv Sem in Comp,----F--,2,330-530PM,Kuster,,2,
ARR,COMP13222,no description available,Preliminary Exam,-------,1,ARR,,,2,
ARR,COMP13919,no description available,Preliminary Exam,-------,1,ARR,Daugherty,,2,
ARR,COMP18768,no description available,Preliminary Exam,-------,1,ARR,Santos,,2,
ARR,COMP18769,no description available,Preliminary Exam,-------,1,ARR,Chambers,,2,
ARR,COMP13920,no description available,Preliminary Exam,-------,1,ARR,Sheng,,2,
ARR,COMP20047,no description available,Preliminary Exam,-------,1,ARR,Schoenfeld,,2,
ARR,COMP20048,no description available,Preliminary Exam,-------,1,ARR,Kuster,,2,
ARR,COMP13223,no description available,Diss-Precand,-------,1.00-8.00,ARR,,,2,
ARR,COMP13224,no description available,Diss-Precand,-------,1.00-8.00,ARR,Daugherty,,2,
ARR,COMP18770,no description available,Diss-Precand,-------,1.00-8.00,ARR,Santos,,2,
ARR,COMP18771,no description available,Diss-Precand,-------,1.00-8.00,ARR,Chambers,,2,
ARR,COMP13870,no description available,Diss-Precand,-------,1.00-8.00,ARR,Sheng,,2,
ARR,COMP20049,no description available,Diss-Precand,-------,1.00-8.00,ARR,Schoenfeld,,2,
ARR,COMP20050,no description available,Diss-Precand,-------,1.00-8.00,ARR,Kuster,,2,
ARR,COMP13225,no description available,Diss-Cand,-------,8,ARR,,,2,
ARR,COMP18773,no description available,Diss-Cand,-------,8,ARR,Rush,,2,
ARR,COMP13845,no description available,Diss-Cand,-------,8,ARR,Daugherty,,2,
